Modele,Code_Solaris,Marque,Familles,Code_MCA,Référence
22P - 220LM0010,CAT-NAT17-000176,AOC,ECRAN,,
80MJ,CAT-NAT17-000175,LENOVO,PORTABLE,,
276712G,CAT-NAT17-000174,LENOVO,PORTABLE,,
OPTRA - E310,CAT-NAT17-000173,LEXMARK,IMPRIMANTE,,
CENTRECOM - FH824U,CAT-NAT17-000171,,RESEAUROUTEUR,,
DGS-1005D,CAT-NAT17-000170,D-LINK,ROUTEURRESEAU,,
EN108,CAT-NAT17-000169,NETGEAR,RESEAUROUTEUR,,
EN116,CAT-NAT17-000168,NETGEAR,ROUTEURRESEAU,,
BATTERIE - NETYS RT,CAT-NAT17-000167,,ONDULEURENERGIE,,
SOCOMEC - NPE-0850,CAT-NAT17-000166,,ENERGIEONDULEUR,,
NRT2 - U5000,CAT-NAT17-000165,,ENERGIEONDULEUR,,
INFINITER - LR-22R,CAT-NAT17-000164,,VIDEOPOINTEUR LASER,,
UNIDEN - UBC92XLT,CAT-NAT17-000163,,SCANNER DE FREQUENCESMESURE,,
3.5P - 160 Go,CAT-NAT17-000162,,DD EXTERNEPERIPHERIQUES,,
CLE DARIR,CAT-NAT17-000161,,ACCESSOIRE INSTALLATIONUHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU),,
CLE LOCKEN,CAT-NAT17-000160,,ACCESSOIRE INSTALLATIONUHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU),,
IRELEM 2010,CAT-NAT17-000159,,LOT MELANIEVIDEO,,
MASTECH M-830B,CAT-NAT17-000158,,MESUREMULTIMETRE,,
DETECTEUR DE TENSION - CA701,CAT-NAT17-000157,,MESURETESTEUR,,
BR-355 S4,CAT-NAT17-000156,GLOBALSAT,"ACCESSOIRE EXPLOITATIONUHF/VHF FIXE, PORTATIF ET VÉHICULE (TERMINAUX)",SYSTE005,
3.5P - 3 To,CAT-NAT17-000155,,PERIPHERIQUESDD EXTERNE,,
ROHS - T8,CAT-NAT17-000154,,LECTEUR CODE BARREPERIPHERIQUES,,
24P - 2411HB,CAT-NAT17-000153,DELL,ECRAN,,
17P - L7ZA-A1,CAT-NAT17-000152,FUJITSU,ECRAN,,
22P - 22M37A-B,CAT-NAT17-000151,LG,ECRAN,,
15P - 15C13205,CAT-NAT17-000150,PHILIPS,ECRAN,,
HL-3170-CDW SERIES,CAT-NAT17-000149,BROTHER,IMPRIMANTE,,
ICY BOX - LECTEUR DD,CAT-NAT17-000148,,DOCKING STATIONPERIPHERIQUES,,
6700 SLIDE,CAT-NAT17-000147,NOKIA,TELEPHONE MOBILEGSM,,
OMNIA PRO B7330,CAT-NAT17-000146,SAMSUNG,GSMTELEPHONE MOBILE,,
XPERIA E,CAT-NAT17-000145,SONY,SMARTPHONETELEPHONE MOBILE,,
COMPAQ 5750,CAT-NAT17-000144,HEWLETT PACKARD,STATION DE TRAVAIL,,
XW4600 WORKSTATION,CAT-NAT17-000143,HEWLETT PACKARD,STATION DE TRAVAIL,,
9637 WBY THINKCENTRE M55E,CAT-NAT17-000142,IBM,STATION DE TRAVAIL,,
VOSTRO 200,CAT-NAT17-000141,DELL,STATION DE TRAVAIL,,
PRO 3400 SERIE MT,CAT-NAT17-000140,HEWLETT PACKARD,STATION DE TRAVAIL,,
17P - REVAOC,CAT-NAT17-000139,DELL,ECRAN,,
17P - FLATRON L1718S,CAT-NAT17-000138,LG,ECRAN,,
OPTIPLEX GX280,CAT-NAT17-000137,DELL,STATION DE TRAVAIL,,
IPAD 1,CAT-NAT17-000136,APPLE,TABLETTE,,
CHARGEUR A INDUCTION PMM-PT100,CAT-NAT17-000135,,ETUDE ET PROSPECTIONSYSTEME DE GEOLOCALISATION,CHARG27A,
R52 - 39T4587,CAT-NAT17-000134,LENOVO,STATION D ACCUEIL,,
9485 CTO THINKCENTRE A62,CAT-NAT17-000133,LENOVO,STATION DE TRAVAIL,,
VL280,CAT-NAT17-000132,NEC,STATION DE TRAVAIL,,
EMACHINES G720,CAT-NAT17-000131,ACER,STATION DE TRAVAIL,,
19P -  ULTRASHARP 1908WFP,CAT-NAT17-000130,DELL,ECRAN,,
19P - FLEXSCAN S11921,CAT-NAT17-000129,EIZO,ECRAN,,
19P - L190P 9329AB9,CAT-NAT17-000128,IBM,ECRAN,,
24P - E2460P,CAT-NAT17-000127,AOC,ECRAN,,
LABELWRITER 400,CAT-NAT17-000126,DYMO,IMPRIMANTE,,
ARCANES,CAT-NAT17-000125,,VALISE DE TRANSMISSIONS 3G/4GVIDEO,,
PTZ,CAT-NAT17-000124,PANASONIC,VIDEOCAMERA,,
LAWMATE - BU-18PCK,CAT-NAT17-000123,,VIDEOCAMERA PIETON,,
X240 - 40A1,CAT-NAT17-000122,LENOVO,STATION D ACCUEIL,,
EPSON - EMPX5,CAT-NAT17-000121,,VIDEOVIDEOPROJECTEUR,,
GEMALTO - PCTWINREADER,CAT-NAT17-000120,,PERIPHERIQUESLECTEUR CARTE A PUCE,,
21.5P - PROLITE X2283HSU,CAT-NAT17-000119,IIYAMA,ECRAN,,
MODULE FILTRE REJECTEUR FRO 078/4-S...,CAT-NAT17-000118,,UHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU)MODULE,MOD0705A,
PINCE AMPEREMETRIQUE METRIX CA F15,CAT-NAT17-000117,,MESURECONTROLEUR,,
COFFRET ALIMENTATION BOITIER COP E=...,CAT-NAT17-000116,,"ACCESSOIRE INSTALLATIONUHF/VHF FIXE, PORTATIF ET VÉHICULE (TERMINAUX)",COFFR05A,
19P - E950S,CAT-NAT17-000113,AOC,ECRAN,,
19P - FLATRON  E1910PM,CAT-NAT17-000112,LG,ECRAN,,
19P - SYNCMASTER 943BM,CAT-NAT17-000111,SAMSUNG,ECRAN,,
19P - SYNCMASTER B1940,CAT-NAT17-000110,SAMSUNG,ECRAN,,
19P - SYNCMASTER SA450,CAT-NAT17-000109,SAMSUNG,ECRAN,,
19P - THINKVISION L191 6135AG2,CAT-NAT17-000108,LENOVO,ECRAN,,
19P - THINKVISION LP190 2704HB7,CAT-NAT17-000107,LENOVO,ECRAN,,
THINKPAD EDGE 15 - 03193VG,CAT-NAT17-000106,LENOVO,PORTABLE,,
LATITUDE 7470,CAT-NAT17-000103,DELL,PORTABLE,,
24P - 24MP55HQ,CAT-NAT17-000102,LG,ECRAN,,
B117,CAT-NAT17-000101,ASSEMBLEUR,SERVEUR,,
BOX INTERNET - IDOM,CAT-NAT17-000100,,RESEAUROUTEUR,,
BORNE WIFI - NANOSTATION M2,CAT-NAT17-000099,,RESEAUROUTEUR,,
BORNE WIFI -  PICOSTATION M2-HP,CAT-NAT17-000098,,RESEAUROUTEUR,,
FSW-1650,CAT-NAT17-000097,,COMMUTATEURRESEAU,,
IPHONE 4,CAT-NAT17-000096,APPLE,SMARTPHONETELEPHONE MOBILE,,
GT-E2370,CAT-NAT17-000095,SAMSUNG,GSMTELEPHONE MOBILE,,
EBX11,CAT-NAT17-000094,EPSON,VIDEOPROJECTEURVIDEO,,
XPC GLAMOR,CAT-NAT17-000093,SHUTTLE,STATION DE TRAVAIL,,
POWERMATE WL270,CAT-NAT17-000092,NEC,STATION DE TRAVAIL,,
COMPAQ DC7900,CAT-NAT17-000091,HEWLETT PACKARD,STATION DE TRAVAIL,,
VOSTRO D03D,CAT-NAT17-000090,DELL,STATION DE TRAVAIL,,
VOSTRO 230,CAT-NAT17-000089,DELL,STATION DE TRAVAIL,,
GALAXY XCOVER550,CAT-NAT17-000088,SAMSUNG,TELEPHONE MOBILESMARTPHONE,,
C5,CAT-NAT17-000087,NOKIA,TELEPHONE MOBILEGSM,,
10P - ICONIA TAB W500P,CAT-NAT17-000086,,TABLETTE,,
10P - FUJITU STYLISTIC Q550,CAT-NAT17-000085,,TABLETTE,,
OFFICEJET T520 - TABLE TRACANTE,CAT-NAT17-000084,HEWLETT PACKARD,IMPRIMANTE,,
PROLIANT - ML330,CAT-NAT17-000083,HEWLETT PACKARD,SERVEUR,,
250 G5,CAT-NAT17-000082,HEWLETT PACKARD,PORTABLE,,
EMACHINES E442,CAT-NAT17-000081,ACER,PORTABLE,,
ASPIRE 3000,CAT-NAT17-000080,ACER,PORTABLE,,
LATITUDE E5510,CAT-NAT17-000079,DELL,PORTABLE,,
ASPIRE ONE - D250,CAT-NAT17-000078,ACER,PORTABLE,,
I-POWER - IP800/IP1000,CAT-NAT17-000077,,ENERGIEONDULEUR,,
BLUETEK - SQUARE 700,CAT-NAT17-000076,,ONDULEURENERGIE,,
MX-M264NSF,CAT-NAT17-000075,SHARP,IMPRIMANTE,,
MX-3114,CAT-NAT17-000074,HEWLETT PACKARD,IMPRIMANTE,,
MX-2314N,CAT-NAT17-000073,SHARP,IMPRIMANTE,,
MX 2010,CAT-NAT17-000072,SHARP,IMPRIMANTE,,
LASERJET PRO - M201-DW,CAT-NAT17-000071,HEWLETT PACKARD,IMPRIMANTE,,
DESKJET 6940,CAT-NAT17-000070,HEWLETT PACKARD,IMPRIMANTE,,
CJX 1000,CAT-NAT17-000069,SAMSUNG,IMPRIMANTE,,
22P - VA2246,CAT-NAT17-000068,VIEWSONIC,ECRAN,,
21.5P - 2219A,CAT-NAT17-000067,SOUND CANDY,ECRAN,,
22P - L2250P,CAT-NAT17-000066,LENOVO,ECRAN,,
17P - 9417,CAT-NAT17-000065,IBM,ECRAN,,
27P - E2720S,CAT-NAT17-000064,AOC,ECRAN,,
22P - E2250SWDA,CAT-NAT17-000063,AOC,ECRAN,,
23P - G236HL,CAT-NAT17-000062,ACER,ECRAN,,
19P - AL1916W,CAT-NAT17-000061,ACER,ECRAN,,
GT2500,CAT-NAT17-000060,EPSON,SCANNER,,
3.5P - 250 Go,CAT-NAT17-000059,,DD EXTERNEPERIPHERIQUES,,
VPLDX120,CAT-NAT17-000058,SONY,VIDEOPROJECTEURVIDEO,,
VPLCX5,CAT-NAT17-000057,SONY,VIDEOPROJECTEURVIDEO,,
3660P,CAT-NAT17-000056,BROTHER,TELECOPIEURS,,
19P - 1934S,CAT-NAT17-000055,LG,ECRAN,,
17P - P170S,CAT-NAT17-000054,DELL,ECRAN,,
ZALMAN,CAT-NAT17-000053,ASSEMBLEUR,STATION DE TRAVAIL,,
LICENCE DE 100 MBPS (EZE-08002) (po...,CAT-NAT17-000052,,UHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU)ENVIRONNEMENT LOGICIEL,LICEN008,
LICENCE 150 MBPS (EZE-08003) (pour ...,CAT-NAT17-000051,,UHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU)ENVIRONNEMENT LOGICIEL,LICEN006,
LICENCE 50 MBPS (EZE-08001) (pour l...,CAT-NAT17-000050,,UHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU)ENVIRONNEMENT LOGICIEL,LICEN005,
ALL-RTP,CAT-NAT17-000049,,ENREGISTREURLOGICIEL,,
CARTE PCI-E D ACQUISITION T0,CAT-NAT17-000048,,PERIPHERIQUESCARTE SERVEUR,,
CARTE PCI-E D ACQUISITION T2,CAT-NAT17-000047,,PERIPHERIQUESCARTE SERVEUR,,
7360 AM4 THINKCENTRE M58,CAT-NAT17-000046,LENOVO,STATION DE TRAVAIL,,
1180,CAT-NAT17-000045,SFR,TELEPHONE MOBILEGSM,,
BOUYGUES,CAT-NAT17-000042,,DEPOT_ETAGERETELEPHONE MOBILECARTE SIM,,
CINK PEAK,CAT-NAT17-000041,WIKO,GSMTELEPHONE MOBILE,,
GT-E1200R,CAT-NAT17-000040,SAMSUNG,GSMTELEPHONE MOBILE,,
TOUCH POP D3,CAT-NAT17-000039,ALCATEL,GSMTELEPHONE MOBILE,,
LABTEC,CAT-NAT17-000038,,WEBCAMPERIPHERIQUES,,
CR61 2M,CAT-NAT17-000037,MSI,PORTABLE,,
PHASER 6010N,CAT-NAT17-000036,XEROX,IMPRIMANTE,,
AT-SB4311 SWITCH NV2 48 PORTS,CAT-NAT17-000035,,COMMUTATEURRESEAU,,
AT-SB4212 SWITCH NV2 24 PORTS,CAT-NAT17-000034,,COMMUTATEURRESEAU,,
AT-SB4211A MATRICE DE COMMUTATION,CAT-NAT17-000033,,COMMUTATEURRESEAU,,
AT-SB4104 SWITCH BLADE,CAT-NAT17-000032,,COMMUTATEURRESEAU,,
19P - VS10867,CAT-NAT17-000031,VIEWSONIC,ECRAN,,
19P - 197SJ,CAT-NAT17-000030,AOC,ECRAN,,
ADVANCE SMART TOUCH WIRELESS,CAT-NAT17-000029,,TERMINAL INFORMATIQUE EMBARQUECLAVIER,,
ENSEMBLE 3 VENTILATEURS,CAT-NAT17-000028,,CHASSISAUTO-COMMUTATEUR 6550,ENSEM09A,
CHARGEUR ALLUME CIGARE TPH 700,CAT-NAT17-000027,,UHF/VHF 3G (TERMINAUX)ACCESSOIRE EXPLOITATION,CHARG20A,
UPOW-CUB,CAT-NAT17-000026,PACKARD BELL,PORTABLE,,
COMPAQ 6530B,CAT-NAT17-000025,HEWLETT PACKARD,PORTABLE,,
THINKPAD R400,CAT-NAT17-000024,LENOVO,PORTABLE,,
X3260,CAT-NAT17-000023,IBM,SERVEUR,,
5064  THINKCENTER M75E,CAT-NAT17-000022,LENOVO,STATION DE TRAVAIL,,
PRECISION WORKSTATION T7400,CAT-NAT17-000021,DELL,STATION DE TRAVAIL,,
22P - SYNCMASTER P2250,CAT-NAT17-000020,SAMSUNG,ECRAN,,
24P - SYNCMASTER S22A450MW,CAT-NAT17-000019,SAMSUNG,ECRAN,,
INTERFACE SWITCH ETHERNET DAC GE 3,CAT-NAT17-000018,,CARTEV35 IP RUBIS (FH),MOD0787A,
COMPAQ DC7900,CAT-NAT17-000017,HEWLETT PACKARD,STATION DE TRAVAIL,,
PRODESK 400 G1 DM,CAT-NAT17-000016,HEWLETT PACKARD,STATION DE TRAVAIL,,
8000,CAT-NAT17-000014,COMPAQ,STATION DE TRAVAIL,,
22P - HA222,CAT-NAT17-000013,HANNS-G,ECRAN,,
19P - B19-5,CAT-NAT17-000012,FUJITSU,ECRAN,,
LATITUDE D520,CAT-NAT17-000011,DELL,PORTABLE,,
K10190 PORTABLE,CAT-NAT17-000010,CANON,IMPRIMANTE,,
IP100,CAT-NAT17-000009,CANON,IMPRIMANTE,,
E-STUDIO 287CS,CAT-NAT17-000008,TOSHIBA,IMPRIMANTE,,
E-STUDIO 3555C,CAT-NAT17-000007,TOSHIBA,IMPRIMANTE,,
E-STUDIO 4555C,CAT-NAT17-000006,TOSHIBA,IMPRIMANTE,,
ELITEBOOK 2170P,CAT-NAT17-000005,HEWLETT PACKARD,PORTABLE,,
ONETOUCH 2045,CAT-NAT17-000004,ALCATEL,TELEPHONE MOBILEGSM,,
24P - PROLITE E2483HS,CAT-NAT17-000002,IIYAMA,ECRAN,,
15P - TXA383MT,CAT-NAT17-000001,IIYAMA,ECRAN,,
CLAVIER SANS FIL,CAT-NAT16-004046,,TERMINAL INFORMATIQUE EMBARQUECLAVIER,0,
TELEPHONE REPONDEUR DORO916I,CAT-NAT16-004045,,REPONDEUR,0,
MOTO E,CAT-NAT16-004044,MOTOROLA,TELEPHONE MOBILESMARTPHONE,,
XCOVER 2,CAT-NAT16-004043,SAMSUNG,SMARTPHONETELEPHONE MOBILE,,
LUMIA 435,CAT-NAT16-004042,NOKIA,TELEPHONE MOBILESMARTPHONE,,
7506 CTO THINKCENTRE M58,CAT-NAT16-004041,LENOVO,STATION DE TRAVAIL,0,
17P - SYNCMASTER 172N,CAT-NAT16-004040,SAMSUNG,ECRAN,,
15P - SYNCMASTER 152N,CAT-NAT16-004039,SAMSUNG,ECRAN,,
17P - 177SA,CAT-NAT16-004038,AOC,ECRAN,,
17P - SAMTRON 74V,CAT-NAT16-004037,SAMSUNG,ECRAN,,
17P - SAMTRON 73V,CAT-NAT16-004036,SAMSUNG,ECRAN,,
LUMIA 530,CAT-NAT16-004035,NOKIA,SMARTPHONETELEPHONE MOBILE,,
WAVE II,CAT-NAT16-004034,SAMSUNG,TELEPHONE MOBILESMARTPHONE,,
N8,CAT-NAT16-004033,NOKIA,TELEPHONE MOBILESMARTPHONE,,
TROPHY 7,CAT-NAT16-004032,HTC,TELEPHONE MOBILESMARTPHONE,,
OPTIMUS L5,CAT-NAT16-004031,LG,TELEPHONE MOBILESMARTPHONE,,
22P -  E2242,CAT-NAT16-004030,LG,ECRAN,,
23P - W2361,CAT-NAT16-004029,LG,ECRAN,,
PRECISION T 3400,CAT-NAT16-004028,DELL,PORTABLE,0,
17P - ACCUSYNC 72VM,CAT-NAT16-004027,NEC,ECRAN,,
22P - V226HQL,CAT-NAT16-004026,ACER,ECRAN,,
Y530,CAT-NAT16-004025,LENOVO,PORTABLE,0,
AT-2024M,CAT-NAT16-004024,,COMMUTATEURRESEAU,0,
LASER T520,CAT-NAT16-004023,LEXMARK,IMPRIMANTE,0,
PIXMA MG3550,CAT-NAT16-004022,CANON,IMPRIMANTE,0,
22P - VA2231,CAT-NAT16-004021,VIEWSONIC,ECRAN,,
STYLUS SX400,CAT-NAT16-004020,EPSON,IMPRIMANTE,0,
19P - E176FP,CAT-NAT16-004019,DELL,ECRAN,,
19P - E196FP,CAT-NAT16-004018,DELL,ECRAN,,
19P - E197FP,CAT-NAT16-004017,DELL,ECRAN,,
19P - 190 S,CAT-NAT16-004016,PHILIPS,ECRAN,0,
17P - E173FP,CAT-NAT16-004015,DELL,ECRAN,,
GALAXY S1,CAT-NAT16-004014,SAMSUNG,SMARTPHONETELEPHONE MOBILE,,
19P - L1907 FPVT,CAT-NAT16-004013,DELL,ECRAN,,
PHOTOSMART C3180,CAT-NAT16-004012,HEWLETT PACKARD,IMPRIMANTE,0,
DESKJET 2510,CAT-NAT16-004011,HEWLETT PACKARD,IMPRIMANTE,0,
MATRACOM - 46,CAT-NAT16-004010,,POSTE TELEPHONIQUE FIXEANALOGIQUE,0,
COMPAQ ARMADA E500,CAT-NAT16-004009,HEWLETT PACKARD,PORTABLE,0,
OFFICEJET 7110 WIDE,CAT-NAT16-004008,HEWLETT PACKARD,IMPRIMANTE,0,
COMPACQ 6530B,CAT-NAT16-004007,HEWLETT PACKARD,PORTABLE,0,
8811 CTO THINKCENTRE M55,CAT-NAT16-004006,IBM,STATION DE TRAVAIL,0,
19P - Q9T3,CAT-NAT16-004005,BENQ,ECRAN,,
T76,CAT-NAT16-004004,BROTHER,TELECOPIEURS,0,
22P - FLATRON E2251,CAT-NAT16-004003,LG,ECRAN,,
750 PSC,CAT-NAT16-004002,HEWLETT PACKARD,IMPRIMANTE,0,
CANON D1250,CAT-NAT16-004001,CANON,SCANNER,0,
19P - LA1905WG,CAT-NAT16-004000,HEWLETT PACKARD,ECRAN,,
OFFICEJET PRO 8100,CAT-NAT16-003999,HEWLETT PACKARD,IMPRIMANTE,0,
22P - 223V5LSB,CAT-NAT16-003998,PHILIPS,ECRAN,,
19P -  E198 WFP,CAT-NAT16-003997,DELL,ECRAN,,
19P - OHU183,CAT-NAT16-003996,DELL,ECRAN,,
DCNE,CAT-NAT16-003995,DELL,STATION DE TRAVAIL,0,
LATITUDE D630,CAT-NAT16-003994,DELL,PORTABLE,,
PERFECTION 1260,CAT-NAT16-003993,EPSON,SCANNER,0,
D4R9C4J,CAT-NAT16-003992,DELL,STATION DE TRAVAIL,0,
22P - 2209WAF,CAT-NAT16-003991,DELL,ECRAN,,
DATA - ORANGE,CAT-NAT16-003990,,CARTE SIMTELEPHONE MOBILE,0,
21.5P - F22,CAT-NAT16-003989,AOC,ECRAN,,
PERFECTION 2400 PHOTO,CAT-NAT16-003988,EPSON,SCANNER,0,
EEEPC 1008HA,CAT-NAT16-003987,ASUS,PORTABLE,0,
SUPERBUS G3  LASERBASE MS5770,CAT-NAT16-003986,CANON,IMPRIMANTE,0,
19P - SYNCMASTER S19A100N,CAT-NAT16-003985,SAMSUNG,ECRAN,,
22P - PHOTO22,CAT-NAT16-003984,ESSENTIEL B,ECRAN,,
22P - SYNCMASTER BX2235,CAT-NAT16-003983,SAMSUNG,ECRAN,,
22P - K222 HQL,CAT-NAT16-003982,ACER,ECRAN,,
17P - E1720NR,CAT-NAT16-003981,SAMSUNG,ECRAN,,
17P - VE175B,CAT-NAT16-003980,VIEWSONIC,ECRAN,,
HP PAVILLON G6,CAT-NAT16-003979,HEWLETT PACKARD,PORTABLE,0,
22P - P226HQV,CAT-NAT16-003978,ACER,ECRAN,,
BOND TRACKER 11600MAH,CAT-NAT16-003977,,SYSTEME DE GEOLOCALISATIONETUDE ET PROSPECTION,0,
19P - Q9C4,CAT-NAT16-003976,BENQ,ECRAN,,
17P - 700P,CAT-NAT16-003975,NEC,ECRAN,,
DESKETJET 5652,CAT-NAT16-003974,HEWLETT PACKARD,IMPRIMANTE,0,
17P - 1702FP,CAT-NAT16-003973,DELL,ECRAN,,
LOWRANCE LINK-6,CAT-NAT16-001191,,E/RVHF MARINE,,
6137 BW7 THINKCENTRE M58P,CAT-NAT16-001096,LENOVO,STATION DE TRAVAIL,,
PCG-61714M,CAT-NAT16-000927,SONY,PORTABLE,,
17P - VG703B,CAT-NAT16-000762,VIEWSONIC,ECRAN,,
8183 RGP THINKCENTRE S50,CAT-NAT16-000508,IBM,STATION DE TRAVAIL,,
9488 W4M THINKCENTRE M57,CAT-NAT16-000507,LENOVO,STATION DE TRAVAIL,,
S20 E5603 4157 CTO,CAT-NAT16-000506,LENOVO,STATION MULTISERVICE CONVERTIE,,
FRANKEL - ECRAN DE TABLE,CAT-NAT16-000504,,VIDEOVIDEOPROJECTEUR,,
EPSON - EB-S27,CAT-NAT16-000503,,VIDEOPROJECTEURVIDEO,,
PLANTRONICS BLACKWIRE 300 DA,CAT-NAT16-000502,,CASQUE AUDIOPERIPHERIQUES,,
V200 PHOTO,CAT-NAT16-000501,EPSON,SCANNER,,
ADP (TOUTES PUISSANCES),CAT-NAT16-000500,,ALIMENTATIONTERMINAL INFORMATIQUE EMBARQUE,,
WELLER,CAT-NAT16-000499,,OUTILLAGESTATION SOUDAGE DESSOUDAGE,,
DESKJET 500 PLUS,CAT-NAT16-000496,HEWLETT PACKARD,IMPRIMANTE,,
15P - SYNCMASTER 151N,CAT-NAT16-000495,SAMSUNG,ECRAN,,
SUPPORT ADHESIF BOITIER CAMERA ( LA...,CAT-NAT16-000494,,LAPIPOLICE ROUTE,SUPPO168,
6072-A5G,CAT-NAT16-000493,IBM,STATION DE TRAVAIL,,
17P - LX17M,CAT-NAT16-000492,NEC,ECRAN,,
22P - FLATRON W2245TW,CAT-NAT16-000491,LG,ECRAN,,
22P - E2260S,CAT-NAT16-000490,AOC,ECRAN,,
LATITUDE E5550 - TPS,CAT-NAT16-000489,DELL,PORTABLE,,
OMNIKEY 4040,CAT-NAT16-000488,,PERIPHERIQUESLECTEUR CARTE A PUCE,,
OFFICEJET PRO K550,CAT-NAT16-000487,HEWLETT PACKARD,IMPRIMANTE,,
STARTRAIL II,CAT-NAT16-000486,SFR,TELEPHONE MOBILESMARTPHONE,,
DISQUE IDE - TK35-ES,CAT-NAT16-000485,,PERIPHERIQUESBLOQUEUR EN ECRITURE,,
PRERIPH USB - TK8-R2,CAT-NAT16-000484,,BLOQUEUR EN ECRITUREPERIPHERIQUES,,
OPTO VISION - WCA-363 SP,CAT-NAT16-000483,,CAMERAVIDEO,,
AUDIOPHONY FREE DUO,CAT-NAT16-000482,MICRO,SONORISATION,,
RDB90 SURTELEC,CAT-NAT16-000481,,V35 IP RUBIS (FH)ALIMENTATION,,
A686,CAT-NAT16-000480,ASUS,PDA,,
VW187ET ABF,CAT-NAT16-000479,HEWLETT PACKARD,STATION DE TRAVAIL,,
CONTROLE TENSION HAUTE (RVH - RV152...,CAT-NAT16-000478,,UHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU)MODULE,MOD0666A,
RG ET LIM - RG1539,CAT-NAT16-000477,,MODULEUHF/VHF V35 IP RUBIS (INFRASTRUCTURE RESEAU),MOD0662A,
NEXOOS 580,CAT-NAT16-000476,,PERIPHERIQUESLECTEUR CARTE A PUCE,,
ATEN 4-PORTS PS/2-USB KVM SWITCH,CAT-NAT16-000475,,PERIPHERIQUESKVM,,
ATEN 2-PORTS PS/2-USB KVM SWITCH,CAT-NAT16-000474,,PERIPHERIQUESKVM,,
22P - FLATRON W2220P,CAT-NAT16-000473,LG,ECRAN,,
17P - SYNCMASTER 795DF,CAT-NAT16-000472,SAMSUNG,ECRAN,,
17P - SAMTRON G54,CAT-NAT16-000471,SAMSUNG,ECRAN,,
17P - SAMTRON LE17LS7B,CAT-NAT16-000470,SAMSUNG,ECRAN,,
15P - SAMTRON 56E,CAT-NAT16-000469,SAMSUNG,ECRAN,,
17P - SAMTRON 78E,CAT-NAT16-000468,SAMSUNG,ECRAN,,
CLE 3G - X500D,CAT-NAT16-000467,ALCATEL,ENVIRONNEMENTCLE ET BOX 4GTELEPHONE MOBILE,,
9457-WPN,CAT-NAT16-000466,LENOVO,PORTABLE,,
9457-WHU,CAT-NAT16-000465,LENOVO,PORTABLE,,
9457-WAM,CAT-NAT16-000464,LENOVO,PORTABLE,,
8933-WCC,CAT-NAT16-000463,LENOVO,PORTABLE,,
2716-CTO,CAT-NAT16-000462,LENOVO,PORTABLE,,
K53U,CAT-NAT16-000461,ASUS,PORTABLE,,
K52F,CAT-NAT16-000460,ASUS,PORTABLE,,
CARTE PROVISOIRE,CAT-NAT16-000458,,CARTE PRO,,
0385 A95 THINKCENTRE M81,CAT-NAT16-000457,LENOVO,STATION DE TRAVAIL,,
BALISE GPS - AA.111,CAT-NAT16-000456,,"UHF/VHF FIXE, PORTATIF ET VÉHICULE (TERMINAUX)ACCESSOIRE INSTALLATION",,
ENREGISTREUR DE COMMUNICATIONS - MD...,CAT-NAT16-000455,THALES,SERVEUR,,
MC 2100,CAT-NAT16-000454,,E/RVHF MONTAGNE (TERMINAUX),,
4157 CTO THINKCENTRE S20 MT-M,CAT-NAT16-000453,LENOVO,STATION DE TRAVAIL,,
PERFECTION 1640 SU,CAT-NAT16-000452,EPSON,SCANNER,,
SCANJET 3500C,CAT-NAT16-000451,HEWLETT PACKARD,SCANNER,,
CANOSCAN 3200,CAT-NAT16-000450,CANON,SCANNER,,
9637 V4G THINKCENTRE M55T,CAT-NAT16-000449,LENOVO,STATION DE TRAVAIL,,
8086 WA4 THINKCENTRE S50,CAT-NAT16-000448,IBM,STATION DE TRAVAIL,,
27P - VX279,CAT-NAT16-000447,ASUS,ECRAN,,
A540L,CAT-NAT16-000446,ASUS,PORTABLE,,
NEC - V260X,CAT-NAT16-000445,,VIDEOVIDEOPROJECTEUR,,
21.5P - VW227D,CAT-NAT16-000444,ASUS,ECRAN,,
27P - PROLITE X2783HSU,CAT-NAT16-000443,IIYAMA,ECRAN,,
Z260 WORKSTATION,CAT-NAT16-000442,HEWLETT PACKARD,STATION DE TRAVAIL,,
OPTIMUS L7,CAT-NAT16-000441,LG,SMARTPHONETELEPHONE MOBILE,,
N73S,CAT-NAT16-000440,ASUS,PORTABLE,,
16P - 1942 TEU,CAT-NAT16-000439,LG,ECRAN,,
DEFY MINI,CAT-NAT16-000438,MOTOROLA,SMARTPHONETELEPHONE MOBILE,,
15P - SYNCMASTER 510N,CAT-NAT16-000437,SAMSUNG,ECRAN,,
MP 2500,CAT-NAT16-000434,RICOH,IMPRIMANTE,,
MP C2050,CAT-NAT16-000433,RICOH,IMPRIMANTE,,
XPERIA X8,CAT-NAT16-000432,SONY,TELEPHONE MOBILESMARTPHONE,,
SGH F400,CAT-NAT16-000431,SAMSUNG,GSMTELEPHONE MOBILE,,
3.5P - 2To,CAT-NAT16-000430,,PERIPHERIQUESDD EXTERNE,,
